"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000127054.20",3029.9011847339,-0.0427279132209847,0.217935420964218,-0.196057680903555,0.844565019117764,0.948729504454356
"ENSG00000240731.1",33.7807741866173,0.3903991176605,0.338514569271369,1.15327124176903,0.248799070135556,0.628537301784632
"ENSG00000224051.6",1024.19640410407,-0.778806267519681,0.388966300038639,-2.00224612631561,0.0452582670012475,0.41694846331049
"ENSG00000169962.4",93.5900040539984,-0.333958347078699,0.353606269825742,-0.944435592850982,0.344947100233082,0.701244619973251
"ENSG00000107404.19",968.450745089162,0.335992197017347,0.254673201960041,1.31930723150865,0.187066421201272,0.581115820566195
"ENSG00000162576.16",90.2682617046393,0.165990432898211,0.483784072946314,0.343108510967105,0.731516828527404,0.905411088802198
"ENSG00000175756.13",3113.74088300111,-0.759893921283163,0.345920823423491,-2.19672789213059,0.028039885602005,0.367381241889161
"ENSG00000221978.11",3779.17474483553,0.164255517295458,0.178441198451022,0.920502208690011,0.357310379356253,0.709967191651681
"ENSG00000224870.6",402.123430462001,-0.494236572290825,0.289893716861615,-1.70488887320989,0.0882151519501277,0.480231873676857
"ENSG00000242485.5",919.595031547041,-0.17906883252896,0.191081904065581,-0.937131296679467,0.348691024530064,0.703706553737216
"ENSG00000272455.1",51.9422740765808,-0.492610331472351,0.535247087005064,-0.920341919521163,0.357394109558231,0.709967191651681
"ENSG00000235098.8",7.9984955442736,-0.537894837636552,0.832751295665023,-0.645924948344868,0.518327961630738,0.805042422397602
"ENSG00000179403.11",25.7838798691156,0.113005931391496,0.6372365814062,0.177337482951974,0.859243310216921,0.954194404030255
"ENSG00000215915.9",21.3994192353807,1.56927128616256,0.546077538238472,2.87371513434647,0.00405674683011695,0.178961509941811
"ENSG00000160072.19",652.587923910739,0.50233131518536,0.411430740864202,1.22093773092945,0.222109597247339,0.605143655784207
"ENSG00000197785.13",427.296818553574,-0.100426429010953,0.340618245383197,-0.294835729947387,0.768119370464341,0.921301638020111
"ENSG00000205090.8",24.2774535211619,-1.3219847111473,0.655835755481009,-2.01572527892707,0.0438287107320632,0.414796757431834
"ENSG00000160075.11",5013.83839580559,-0.545036961105554,0.258522316243162,-2.10827819054855,0.0350069333051244,0.390042443242222
"ENSG00000215014.4",12.9996623233606,-0.650734723066981,0.510457154803585,-1.27480772273115,0.202377306584716,0.591055845743438
"ENSG00000228594.3",122.914432996035,-0.461220511395151,0.360526209524207,-1.27929814590687,0.200792085275797,0.589793702998351
"ENSG00000272106.1",130.162328167047,-0.0512937823305021,0.24862845117189,-0.206306969651837,0.836551134646187,0.946094820199948
"ENSG00000197530.12",1983.89339409724,0.250188856727781,0.356669294991188,0.701458915138638,0.483016665857984,0.782095781821067
"ENSG00000189409.13",30.0495701213626,0.691037619952354,0.865386449023096,0.798530668850249,0.424562603040851,0.75057796429194
"ENSG00000248333.8",1694.15843892158,0.107906526344868,0.218319390703626,0.494259928067289,0.621122621362459,0.857404252438934
"ENSG00000189339.11",2598.13958936929,-0.270315380443656,0.263571106946773,-1.02558806075146,0.305085797520065,0.670499105972991
"ENSG00000269737.2",75.274745317943,-0.283431525521734,0.515778303288444,-0.549522001438723,0.58264727000277,0.838070211748493
"ENSG00000215914.4",26.9154705437751,-1.34026281931489,1.08377683636545,-1.23665940657081,0.216213555048549,0.601517583068806
"ENSG00000008128.22",1296.77030317734,-0.101055638117571,0.248796279363353,-0.406178253051704,0.684611631677667,0.884597480162648
"ENSG00000227775.3",256.975992831702,-0.0449742715865833,0.443426718871089,-0.101424360943072,0.919213598948579,0.974709700045889
"ENSG00000215790.6",152.464193642349,-0.221827343200068,0.291142821734516,-0.761919328384972,0.446108153342689,0.763787564542643
"ENSG00000008130.15",15987.6184157632,-0.585173206207257,0.39628576429535,-1.47664453011017,0.139770948464956,0.537125843602766
"ENSG00000078369.17",15262.7656014754,0.00578572589656124,0.179184296343003,0.032289246405198,0.974241384860175,0.992124190572003
"ENSG00000231050.1",7.94205995528193,0.463942237485423,0.599315613172031,0.774120058427796,0.438859796735853,0.759190689090429
"ENSG00000169885.9",12.1310167579459,0.507709574056958,0.845035323350962,0.60081461688921,0.547963467436567,0.822058323548367
"ENSG00000178821.12",12.8617694786973,2.94443990930823,1.22399059116474,2.40560665299423,0.0161456383875472,0.310330945898076
"ENSG00000187730.8",7.5567122872772,1.84587204090219,0.919858017712718,2.00669234312058,0.044782431821079,0.415424985878912
"ENSG00000067606.16",479.013795223603,-1.12705987027906,0.426538758348741,-2.64233870479262,0.00823356717063218,0.246859106726679
"ENSG00000271806.1",33.9337068815416,-1.1643828750922,0.636317755824647,-1.82987644841561,0.0672684159083142,0.457212782034049
"ENSG00000182873.5",228.24634664303,-0.763780428921979,0.453737280431826,-1.68330983999173,0.0923151265217976,0.48585410298308
"ENSG00000162585.16",1103.05103471715,-0.428248809624035,0.294263748514131,-1.45532302835961,0.145579854294777,0.542059204851017
"ENSG00000157933.9",2007.52779223307,0.00176959740081874,0.344212252574077,0.00514100642143153,0.995898088418244,0.99923261882336
"ENSG00000116151.13",44.8151908834613,0.325862231113797,0.342810675761199,0.950560335935371,0.341827611560431,0.698511510395227
"ENSG00000269896.2",26.0329207066206,0.752477389963326,0.459551083925559,1.637418376942,0.101543080996337,0.495637458292483
"ENSG00000157916.19",3134.5569087701,-0.556451971095177,0.336518407981817,-1.65355581714639,0.0982177961667991,0.493362493818732
"ENSG00000157911.9",135.634718147102,-0.449007551347489,0.241560814819091,-1.8587764397291,0.0630588333218099,0.448148579374549
"ENSG00000149527.17",867.892282272126,1.26750279858386,0.701775200679677,1.80613791618209,0.0708967995550734,0.462669422109426
"ENSG00000157881.13",1174.26662357353,0.0998274883087615,0.222056201911363,0.449559559469584,0.653028053412836,0.872640473201456
"ENSG00000272449.1",234.317660679137,-0.035753020751576,0.364830638950338,-0.0979989533073259,0.921933124507995,0.975338883148332
"ENSG00000238164.6",484.797731390923,0.717489212125389,0.403103288025864,1.7799140652987,0.0750900254636645,0.46522786965123
"ENSG00000157873.17",6142.54048789658,-0.072083980217714,0.231386816922614,-0.311530195092411,0.755397591754835,0.91503189726537
"ENSG00000225931.3",14.1695209991976,0.134572558415108,0.491918759143223,0.273566632525854,0.784417679450195,0.927861450638521
"ENSG00000228037.1",22.8383724404979,-0.0235180261409232,0.431460504886271,-0.0545079465549747,0.956530477568458,0.986663774488893
"ENSG00000157870.14",430.079013583106,0.209445050284308,0.293548321060778,0.713494287848247,0.475539946542927,0.77913539266067
"ENSG00000142606.15",12.6796077053273,-0.928414567254241,0.530046650646218,-1.75157142512332,0.0798475296443485,0.470225867739617
"ENSG00000215912.12",44.3635672914819,0.241246975761497,0.427261793566116,0.564635030312313,0.572322033353204,0.834119173628145
"ENSG00000177133.10",7.13141726372139,0.250059472596454,0.725844228594708,0.3445084533917,0.730463939806279,0.904969181395531
"ENSG00000142611.16",9.27397150449138,1.24892262845645,0.886324189640203,1.40910362489761,0.158804529162585,0.553505373381529
"ENSG00000130762.14",8.31691908856813,-0.416640771300697,0.856206635422777,-0.48661240647238,0.626533029873534,0.859701529344145
"ENSG00000162591.15",1328.21476959261,0.0414358025830752,0.402899727213743,0.102843957898966,0.918086816851678,0.974591235902909
"ENSG00000238260.1",37.7630798105013,-0.214956391805631,0.555381191610264,-0.387042980664126,0.698724388870656,0.891681665623901
"ENSG00000158109.14",3029.02482756937,-0.600947977238184,0.294751535723075,-2.03882899461053,0.0414670974673439,0.410124952136278
"ENSG00000116213.15",917.719943878059,-0.702326929981762,0.274980968680034,-2.55409286451015,0.0106464857402675,0.271945728756714
"ENSG00000078900.14",24.2229836507193,-1.22272970972813,0.657609017684613,-1.85935666459269,0.0629766000338275,0.448148579374549
"ENSG00000227372.11",380.004480082482,0.32125685234725,0.234620579024701,1.36926118622113,0.170917646039451,0.566182370968927
"ENSG00000235169.7",1051.3526079262,0.598753583370984,0.857436728542418,0.698306432929253,0.484985577064473,0.783549241781897
"ENSG00000130764.9",777.837104155935,-0.131473063556437,0.170580809295033,-0.770737717213218,0.440862410878608,0.760306380145414
"ENSG00000272153.1",14.3420581307307,-0.491942294052474,0.409434551483623,-1.20151631627052,0.229550981165202,0.612992940103556
"ENSG00000116198.12",544.654217958996,0.0907954420144889,0.187592397056274,0.484003847913155,0.62838313827741,0.860504286176948
"ENSG00000169598.15",201.525666007329,0.289117934685656,0.247973357280771,1.16592337925359,0.243645425518969,0.622525691957944
"ENSG00000198912.10",534.069191842884,0.43315596025984,0.218382097709758,1.98347742238253,0.0473141265517222,0.419396357766174
"ENSG00000236423.5",31.1563296308044,-1.49395768339419,0.740849211868053,-2.01654757737701,0.0437427484093571,0.414796757431834
"ENSG00000196581.10",5.53664973444521,0.778776079802947,0.971862309574835,0.801323471576588,0.422944406108777,0.75005739122086
"ENSG00000131697.17",298.523928653443,0.291600326960004,0.20284542713861,1.4375494240782,0.150561939880724,0.547852198905334
"ENSG00000069424.14",12514.1399573777,-0.119080575957077,0.22494807937724,-0.529369160593623,0.596549387206398,0.844146773466698
"ENSG00000116254.17",17.2048178448842,1.78350567350129,0.675402558350053,2.64065578587418,0.00827457407781651,0.246881305780306
"ENSG00000116251.9",4401.61724710944,0.415024010791948,0.342843390808478,1.210535252884,0.226073571991321,0.60973559858623
"ENSG00000158286.12",44.6782467987941,0.946981820841256,0.711752969003581,1.33049226639263,0.183356132739302,0.577203224883189
"ENSG00000116237.15",576.663384097181,-0.379255104907144,0.225539411949931,-1.68154692622564,0.0926567296161549,0.48585410298308
"ENSG00000158292.6",142.405288707712,0.927533392861001,0.624710784221035,1.48474048517917,0.137612582763543,0.535894382187096
"ENSG00000097021.19",293.261132396139,-0.0851819547545335,0.502965140662076,-0.169359559675258,0.865513830661649,0.956428739884933
"ENSG00000187017.15",453.478223638714,1.21645495512396,0.820004287537112,1.4834738959446,0.137948546953164,0.536368374757906
"ENSG00000215788.9",691.981976824914,0.948534443148596,0.52974857711505,1.79053702855458,0.0733676200557985,0.464550184807285
"ENSG00000171680.21",72.1067781584239,1.14451745533039,0.547702339080759,2.08967056312248,0.0366474030576116,0.395673416947625
"ENSG00000162408.10",335.436586881465,0.35350773651279,0.252600164649059,1.39947547937636,0.16167044643238,0.556787305407679
"ENSG00000204859.12",2170.68905496852,-0.195583415286549,0.243547734948599,-0.803059881989157,0.421940124106606,0.749121450343708
"ENSG00000162413.16",5225.04859228994,-0.75661419342143,0.420501146014831,-1.79931541350602,0.0719688012701232,0.463409248365636
"ENSG00000116273.5",640.937982627445,0.321649862556039,0.386138728605069,0.83299042216771,0.404850131010288,0.740014458690705
"ENSG00000041988.15",416.553758019527,-0.38788815968926,0.236096784645527,-1.64292012816536,0.100399459891192,0.495637458292483
"ENSG00000007923.15",337.755612712349,0.207009057631786,0.244625079726139,0.846229903587709,0.397424502999611,0.735095857598469
"ENSG00000171735.18",329.634651636979,-0.00689808792655577,0.213433165832812,-0.0323196626899084,0.974217128836035,0.992124190572003
"ENSG00000049245.12",4609.25530466555,-0.126529065761153,0.272277235360552,-0.464706737577977,0.642141482768819,0.867398866746825
"ENSG00000269925.1",23.4739079441402,0.467802515376702,0.448743242580546,1.04247255665969,0.29719264251525,0.665196048758989
"ENSG00000049246.14",59.8618726383657,0.729501777150285,0.485068731895758,1.50391424798549,0.132603447896784,0.530645235186256
"ENSG00000049247.13",33.6201232688587,0.748001344109464,1.11458342034587,0.671103957277018,0.502154306165123,0.793608552925602
"ENSG00000049249.8",296.910424703535,0.193102030031343,0.484238224495798,0.398774859693091,0.690059102879879,0.887174039331544
"ENSG00000116288.12",3015.41654577841,-0.314232949416448,0.223047244238586,-1.40881789635708,0.158889021904766,0.553505373381529
"ENSG00000116285.12",244.109974594624,0.678988962022078,0.832064908466631,0.816028839953547,0.414483641153672,0.744709640712814
"ENSG00000162426.14",18.9478287577291,0.577304350649033,0.531263791304321,1.08666233253291,0.277186066632905,0.650190173314568
"ENSG00000142599.17",5225.80050989238,-0.426437415039216,0.382969667841073,-1.1135018014434,0.265492975069588,0.641458380573533
"ENSG00000232912.5",84.2103104821171,-1.10815241185189,0.638201270693829,-1.73636823168206,0.0824987457084237,0.472459616984402
"ENSG00000074800.13",46995.8890232715,0.149153721690599,0.359489886134008,0.414903805207466,0.678212324110754,0.881061455585253
"ENSG00000236269.1",37.1951071768928,0.714752111476603,0.953711034206814,0.749443055433506,0.453590208516103,0.768050228912143
"ENSG00000232208.2",9.21806518992067,0.911377782175711,0.792963157566056,1.14933181129514,0.250419185595732,0.630550094180453
"ENSG00000131686.14",10.487395800746,0.551861443597513,0.805892457133222,0.684782986504966,0.49348087290541,0.787822546790104
"ENSG00000142583.17",534.906396032062,-1.16884799234702,0.779576266085718,-1.49933758016499,0.133786077850592,0.53193753704063
"ENSG00000180758.11",101.346514557267,0.066406549549586,0.377573635371429,0.175877082848383,0.860390509925468,0.95464332801311
"ENSG00000228526.6",10.9914656363508,0.783672780286902,0.612337262317398,1.27980580068096,0.200613443300301,0.589750021517868
"ENSG00000049239.12",3159.09791778537,-0.331987419831914,0.372511159247955,-0.89121469676814,0.372814001403404,0.719841570508692
"ENSG00000171621.13",100.851438567747,-0.19531583260373,0.443136348692164,-0.440757868724083,0.659388297479932,0.874498670384006
"ENSG00000171612.6",109.304759354323,0.49987949000146,0.282909584598942,1.76692313450638,0.0772411020356234,0.467812238564068
"ENSG00000188807.12",142.898415146372,0.494965848714029,0.370464702909036,1.33606749800281,0.181527212255435,0.576336891741448
"ENSG00000171608.15",17133.1676760642,-0.476195040609298,0.362522791237883,-1.3135589047609,0.188994685858615,0.581645566601405
"ENSG00000179840.5",239.639077116531,-1.12182283776786,0.679252474242735,-1.65155502601374,0.0986252946347437,0.493832802120914
"ENSG00000231789.2",8.86022447459431,-0.443452321963745,0.601374618147699,-0.737397802603688,0.460880471370804,0.772040321229045
"ENSG00000171603.16",1623.56300123225,0.92338183386629,0.412874264666982,2.23647224563894,0.0253208533616886,0.357725027834477
"ENSG00000178585.14",483.93710835442,-0.190072827057749,0.199276135493346,-0.953816304130887,0.340176634966632,0.697558886568211
"ENSG00000162441.11",372.993702740156,-0.0673740540136619,0.229385281734338,-0.293715680030819,0.76897517160428,0.92154129292247
"ENSG00000173614.13",374.114688725259,-0.838158062296285,0.556703076182858,-1.50557469170689,0.132176389407753,0.530406781481592
"ENSG00000162444.11",717.922904443573,-0.893948643904732,0.54992413686863,-1.62558539255077,0.104037884728816,0.499613004210361
"ENSG00000130939.18",1660.65989016182,-0.231498402742475,0.238925970350908,-0.96891268204321,0.332588757336846,0.692739595163426
"ENSG00000054523.17",3368.62947530152,-0.0848871108717889,0.418383722878665,-0.202892957421307,0.839218698966085,0.946615546377504
"ENSG00000142657.20",53020.4481746795,-0.557853210633657,0.545612068968658,-1.02243561380183,0.306574771839532,0.671560705501711
"ENSG00000175279.21",32.3616053823075,0.0601729509359288,0.422752427437637,0.142336145295831,0.886814497345299,0.962714551077654
"ENSG00000241563.3",18.703762584227,0.972070766291725,0.641076295325645,1.51631057547986,0.129440838780456,0.527732054134723
"ENSG00000160049.11",453.322456271612,-0.0153741086199189,0.171684121253334,-0.0895488092182574,0.928645765211939,0.977342470711843
"ENSG00000142655.12",528.649357473026,-0.0586466120137618,0.298316392482654,-0.196591985863371,0.844146842582068,0.948527121725718
"ENSG00000130940.14",243.23808019666,0.420430728905031,0.358194505875871,1.17374979796794,0.240495257498666,0.620416084328463
"ENSG00000272078.1",110.665219034245,0.424395431394061,0.533748004977684,0.795123218140749,0.426541829915271,0.751834021354113
"ENSG00000175262.14",12.0071066603638,0.642955686036259,0.640696208949148,1.00352659662341,0.315606850938345,0.678725868205
"ENSG00000120948.16",2354.94689917796,0.14571162938827,0.139150632984261,1.04715031662667,0.295030255702268,0.663919343249521
"ENSG00000009724.16",43.0634692683317,2.27881706382068,0.68117695649702,3.3454112651426,0.000821606441025254,0.0685630575035575
"ENSG00000271895.2",122.726607156214,-0.168997911817511,0.456071005899765,-0.370551755387522,0.710971421296342,0.897535483686873
"ENSG00000116649.9",860.940979527817,-0.255080678026437,0.297143592728814,-0.858442464412264,0.390648187889339,0.730932539896084
"ENSG00000171824.13",1243.3994504357,0.0769687271630371,0.2780940684754,0.276772272004951,0.781954973478723,0.926829771130615
"ENSG00000226849.1",81.0372083244036,0.68806771802605,0.42150783417587,1.63239603688828,0.102596083477286,0.497047498762236
"ENSG00000198793.12",1014.68614502185,0.325552131323467,0.195213830914583,1.66766939513581,0.0953813740691994,0.48860149466706
"ENSG00000171819.4",8.67573387111203,-0.576926741584761,0.974188957577494,-0.592212359930048,0.553708393814316,0.82485736414408
"ENSG00000120942.13",390.27706401758,0.163534431348876,0.230226699123809,0.710319141833904,0.477506252187671,0.780498589862988
"ENSG00000204624.7",11.7996704614633,1.26307769610881,0.707322757370004,1.78571618535962,0.0741452233755893,0.464782639676464
"ENSG00000116661.9",126.211539631624,-0.369556633365437,0.616485198436046,-0.599457431099662,0.548867888958499,0.822727472189132
"ENSG00000132879.13",972.9640192487,0.42326086107723,0.423115706789969,1.00034306050315,0.31714451514357,0.679769943203705
"ENSG00000116663.10",836.981509755676,0.218209061124983,0.316522636231363,0.689394805133249,0.490574851649154,0.786302851957697
"ENSG00000116670.14",1375.2974146413,-0.432517788689189,0.294602516960315,-1.46814016781619,0.142066152618137,0.538067493312415
"ENSG00000162490.6",142.291617363466,1.77422925611626,0.627631778313127,2.82686332563468,0.00470063858023367,0.190962250476511
"ENSG00000177674.15",14453.6539116991,-0.985313165804894,0.526767365263906,-1.87049014570457,0.0614157841665105,0.445174236345788
"ENSG00000177000.10",1311.34333491214,0.159988450526274,0.210005518461303,0.761829744753849,0.446161625166499,0.763787564542643
"ENSG00000011021.21",622.861524644632,0.374505082544881,0.282084934489171,1.32763234315606,0.184299594341373,0.578313899797094
"ENSG00000242349.5",27.7079269474309,-0.456986385438703,0.423764674104949,-1.07839660397347,0.280856801906961,0.653145948599988
"ENSG00000175206.10",78.7619245250262,-0.129425224378483,0.77097508726895,-0.16787212260898,0.866683881800186,0.956588757807226
"ENSG00000120937.8",8.11554956353582,1.38618981980892,1.42964655003823,0.969603165042335,0.332244334687028,0.692739595163426
"ENSG00000116685.15",5093.07992496674,-0.939452856423604,0.47246802225738,-1.98839458369064,0.0467680673585976,0.418413978534318
"ENSG00000083444.16",4227.60063252114,-0.268891334917518,0.364020201233329,-0.738671463854184,0.460106517740209,0.771647407243419
"ENSG00000116688.16",7000.03829760815,-0.673174934735274,0.357228689317562,-1.88443693036325,0.0595058983978193,0.442190044537658
"ENSG00000116691.10",4051.91563729301,-0.652494998618607,0.332821609664746,-1.96049469046157,0.049937997965401,0.425975588242668
"ENSG00000120949.14",538.081706059236,-0.315222826417886,0.379523919356876,-0.830574333633697,0.40621413916044,0.740480274788868
"ENSG00000028137.18",55095.5668308861,0.30960676035465,0.337916864762618,0.916221688349719,0.359550632277096,0.711266719607643
"ENSG00000048707.13",1465.94064323806,0.368730203542778,0.195424317729308,1.88681842580883,0.0591847519351994,0.441965776196187
"ENSG00000162496.8",951.941187396881,0.810228527277842,0.599583952684925,1.35131789910263,0.176593620747876,0.571191381837606
"ENSG00000162493.16",26.4091545765958,-1.77412518553115,1.34630063467851,-1.31777787206852,0.18757801745603,0.581115820566195
"ENSG00000116731.22",2102.78463466272,-0.144756588817959,0.283396336431978,-0.510792025897287,0.609496693426368,0.851333663881681
"ENSG00000189337.16",394.424697844375,-0.804588503903821,0.611190287300666,-1.3164288121418,0.188030157233617,0.581568089863948
"ENSG00000171729.13",70.1868723464955,-0.190726390733558,0.670733782528599,-0.284354830040822,0.776138471178779,0.924665100841046
"ENSG00000142621.19",16.0925528702923,0.320531758415644,0.620096443628386,0.516906300155679,0.605221569461074,0.848538858464571
"ENSG00000228140.1",76.5720697037104,-0.690840320133593,0.535127408715837,-1.29098287413726,0.196709616087476,0.58751092125779
"ENSG00000142634.12",33332.0655512682,-0.575395885674097,0.384054674391119,-1.49821346813792,0.13407779753923,0.532482674819689
"ENSG00000162438.11",84.911753919553,0.137431147296128,0.492820926407156,0.278866297943254,0.780347433253096,0.92637060003515
"ENSG00000142615.7",19.6278977367337,2.53034486356153,1.48511903893437,1.70379935697084,0.0884185781672198,0.481077773304286
"ENSG00000132906.17",746.786904260357,-0.062719854231455,0.217281800056927,-0.288656731557925,0.772844076979297,0.922912206283333
"ENSG00000116138.12",327.973584911062,-0.0200587723098946,0.21626337140549,-0.0927515934831364,0.926100907961645,0.976310610835658
"ENSG00000116771.5",63.9718151245688,0.970957902552148,0.555137981706635,1.74903885979334,0.0802843024591877,0.470314297989461
"ENSG00000235084.3",9.69877918110622,-0.0848649692722589,0.490927376680307,-0.172866646480633,0.86275624916642,0.955548951052128
"ENSG00000197312.11",540.966040598005,-0.0108794794173707,0.323757660194961,-0.0336037745356181,0.973193112325556,0.991661728687572
"ENSG00000116786.11",4286.92258668873,0.0173706225388417,0.193546698597477,0.0897489994131478,0.928486677122285,0.977342470711843
"ENSG00000237938.5",21.4835076370833,0.811443934027973,0.450478994751051,1.80129138868374,0.0716569644120389,0.463409248365636
"ENSG00000162461.7",64.2558859371886,0.212555113149785,0.536757497288435,0.395998405655366,0.692106204392752,0.888387044900214
"ENSG00000162458.12",33.241993964801,-1.00838640810485,0.787485673742783,-1.28051397216176,0.20036443399606,0.589611943002216
"ENSG00000233954.6",117.912190400138,-0.306101899051231,0.319280257488323,-0.95872479388246,0.337697404569496,0.696253203491647
"ENSG00000178715.8",11.4789250173537,-0.247428477501518,0.561963666401719,-0.440292659996713,0.659725156184029,0.874498670384006
"ENSG00000179743.4",160.324966804638,-0.743952643667529,0.331654387100163,-2.24315634770375,0.0248867341218328,0.356022507851477
"ENSG00000065526.10",2827.27032709294,0.485552990622679,0.267136920876293,1.81761842964242,0.0691224728248887,0.459318143907389
"ENSG00000116809.11",1991.03743970456,-0.0669008028870648,0.201038479768715,-0.332776108156164,0.739303294275153,0.907766547414667
