"sample_id"	"PGS000163"	"PGS000164"	"PGS000165"	"PGS000166"	"PGS000167"	"PGS000168"	"PGS000169"	"PGS000170"	"PGS000171"	"PGS000172"	"PGS000173"	"PGS000174"	"PGS000175"	"PGS000176"	"PGS000177"	"PGS000178"	"PGS000179"	"PGS000180"	"PGS000181"	"PGS000182"	"PGS000183"	"PGS000184"	"PGS000185"	"PGS000186"	"PGS000187"	"PGS000188"	"PGS000189"	"PGS000190"	"PGS000191"
"GTEX-1GN1V"	0.2678413	0.8076555	-3.2583541	-3.1626938	0.0925629	1.7292902	4.56379	4.6020897	2.6054439	-0.2428553	-0.2159088	2.8062727	1.9203263	2.8213208	2.2706776	0.5985304	-0.1234817	-0.7252255	0.2398524	-0.7832196	-0.1254413	3.1101209	1.3544971	1.7100546	0.740196	1.1265578	4.2231313	4.5679563	-0.5047535
"GTEX-1GN1W"	0.2617253	0.6828206	-4.1635294	-3.5060898	0.4748427	2.1829641	4.2506859	4.2812135	2.0506419	-0.1406865	0.0510979	2.7191923	1.9648006	2.5006165	1.6432825	0.21169	1.2959479	-1.0241969	0.0815533000000001	-0.7680615	-0.2952657	3.3704385	2.6659284	1.4371248	0.8619333	1.1052183	4.2345385	4.6408464	-0.3046862
"GTEX-1GN2E"	0.1248803	0.817215	-3.5046574	-2.4516398	0.1031832	1.6511848	3.8043161	4.0840092	2.2809213	-0.2240798	0.00897259999999999	1.6864585	1.8172851	1.1906976	1.2111955	0.555033	0.3811489	-1.3947893	-0.8669725	-0.745928	-0.2309383	2.6362788	1.8813618	0.9364681	1.3748359	0.8214904	4.0148454	4.3587221	-0.7102015
"GTEX-1GN73"	0.2560404	0.5886108	-4.2609115	-3.9172676	0.0563425	1.717577	4.6720489	5.0562406	3.1225722	0.0099206	0.114155	2.3736064	1.9657673	2.2306389	1.779035	0.6137038	0.7224554	-1.1915833	-0.2949331	-0.6733004	-0.2689834	2.5460776	2.5513393	0.9102362	0.7597439	0.7373377	4.8763594	4.9543791	-0.3322938
"GTEX-1GPI6"	0.3848967	0.8558126	-3.8721489	-3.4956025	0.0125557	1.4741111	4.0104921	4.1454175	2.5998124	0.0825877	0.0354175	3.1189684	1.8330282	3.1418239	2.2270492	0.8106023	0.7607992	-0.1993794	0.5163104	-0.7501369	-0.1332329	2.6029479	1.8345663	0.7182605	0.3044514	0.2619705	4.2176641	4.466046	-0.7077135
"GTEX-1GPI7"	0.053348	0.7956303	-3.9275944	-3.5377565	-0.1206912	1.5205069	4.1086627	4.1622424	2.5750271	-0.1151941	0.2262245	1.9737992	1.5121776	2.3319593	1.4566889	0.4926193	1.7402238	-0.479178	0.349661	-1.1335163	-0.3701702	2.4465842	2.4091689	0.3034173	0.7742232	1.0306285	4.1632268	4.2933626	-0.6212302
"GTEX-1GTWX"	0.151848	0.8207959	-4.334221	-3.558115	-0.3024761	1.579921	4.0080955	4.448109	2.2270894	-0.2798129	0.125405	2.787124	1.9558123	2.33242	1.3298168	0.6220527	0.8865122	-0.8694467	0.16277	-0.830429	-0.3470564	2.7811758	1.7105433	1.0079884	0.3980089	0.8963176	4.4064334	4.8174031	-0.5351903
"GTEX-1GZ2Q"	0.490728	0.8934126	-3.8699643	-3.5593738	-0.0682072	1.5588815	3.8165804	4.0733709	2.5309147	0.1637252	-0.1349193	2.7424309	1.6941674	2.5445629	2.0640848	0.5923691	0.9841909	-0.6983277	0.5837899	-0.9961624	-0.3236972	2.556555	2.4057043	1.0079589	0.4117596	1.0604808	4.089272	4.492968	-0.433183
"GTEX-1GZ4H"	0.2596236	0.7881867	-3.4335526	-3.0819417	-0.3200157	1.477864	4.4208121	4.6505247	2.5488927	-0.2042735	-0.252784	3.3893909	2.096211	2.9020936	1.6524172	0.6458527	0.836474	-0.9618591	-0.2035706	-0.6090231	0.1676924	2.7941694	2.4989141	0.6197587	0.2910848	1.0925832	4.3131112	4.6783559	-0.4161109
"GTEX-1GZ4I"	0.3113206	0.9204074	-4.356877	-3.6473805	0.3785921	1.9786643	4.3255257	4.5277609	3.0564243	0.3986201	-0.0891414	3.0239316	2.0667737	2.9180528	1.570142	0.7085818	0.1429172	0.0361302	0.6247212	-0.7939762	-0.107858	2.882584	2.001475	1.5675114	0.8072788	0.6617879	4.6209999	4.7695801	-0.3420477
"GTEX-1GZHY"	0.466949	1.0527048	-3.7917444	-3.5013853	-0.0978179	1.737548	4.2833579	4.4679479	2.7385761	-0.3352501	0.1702394	2.773177	1.9333101	2.7083114	1.2199548	0.3264135	1.0719045	-0.7979823	0.3694891	-1.1112282	-0.3364994	2.4583605	2.0660234	0.5957835	0.2098787	0.8523608	4.4469586	4.8484672	-0.9777021
"GTEX-1I4MK"	0.3822962	0.9249909	-3.9848124	-3.7382714	0.141884	1.9842048	4.5496355	4.7020396	3.249599	-0.4685216	-0.2212804	2.8686767	1.8660367	2.6642688	1.2348009	0.1463959	1.0783963	-0.4949396	0.323655	-0.5698919	0.2067078	2.5109425	2.283162	0.6639467	0.6097524	1.062594	4.6082435	4.7785233	-0.2176233
"GTEX-1I6K7"	0.5892554	1.1447262	-3.8907376	-3.1576762	-0.0325162	1.5668004	4.1343877	4.3193186	2.7918421	-0.0668956	0.4286447	1.967711	1.7809123	1.794872	1.3693292	0.5538601	1.3731044	-1.0887414	-0.3533791	-1.2269874	-0.53575	2.6061964	2.4843547	0.22812	0.506096	1.3606535	4.2004614	4.3449349	-1.0061364
"GTEX-1ICG6"	0.4149376	0.9033547	-4.13215	-3.4622495	0.1519596	1.9396416	3.9477452	4.5134263	2.744248	-0.1715673	0.0011714	2.2318113	2.0166681	2.1632391	1.1033188	0.1347367	0.8927801	-0.3802169	0.5353823	-1.125529	-0.2948355	2.5723505	2.3118017	0.9546397	0.6433863	0.8639118	4.1985707	4.5117395	-1.1860286
"GTEX-1ICLY"	0.151178	0.8177445	-3.9814957	-3.3427016	0.0479848	1.9274903	4.4512424	4.7280742	2.8372661	-0.0320834	-0.3845072	2.7578077	2.0187509	2.5099139	1.104766	0.1165642	0.7225474	-0.985608	-0.5399447	-0.9059388	0.1415525	2.5732738	2.5866016	1.0152033	0.7383939	0.9689413	4.6401063	4.9085063	-0.5552878
"GTEX-1ICLZ"	0.3471294	0.916436	-4.0633729	-3.3979239	0.0824134	1.7038353	4.5362034	4.7627099	2.9853193	-0.0951287	0.2825513	1.9406799	1.7349357	2.112941	1.7088284	-0.0285159	0.9290374	-0.6696323	0.3116912	-0.7777412	-0.1443631	3.2713604	1.8530336	0.8912716	1.0586556	1.1806092	4.5620112	4.6210724	-0.3999367
"GTEX-1IDFM"	0.7304083	1.0986514	-3.7474216	-3.056426	-0.3320877	1.3349117	3.8813698	4.1985849	2.3562793	0.0145997	0.0947863	2.4313538	1.5149536	2.4511155	1.0486097	0.1299905	1.4828184	-0.2815279	0.5950391	-0.8226426	-0.1425828	2.8160641	2.6172004	1.3793284	0.3646627	1.5079216	4.1724928	4.2400104	-0.4816703
"GTEX-1IDJC"	0.2020054	0.8943038	-4.109089	-3.4661151	0.0365744	1.8472258	3.9497985	4.251373	2.7598059	-0.0212459	0.2828013	2.6613652	2.0909284	2.228592	1.5855684	0.7288103	1.0768867	-0.8884551	0.0435277000000001	-0.9539395	-0.301472	2.625093	2.5400237	0.7490758	0.4683016	0.7435872	3.9799206	4.3028058	-1.0878669
"GTEX-1IDJD"	0.3659858	0.8259655	-3.5372773	-2.9816813	0.1194666	1.7537133	4.1980094	4.5203247	2.6494037	-0.4591809	-0.3069457	2.7330817	1.8164332	2.7499788	1.1130942	0.0591037	1.0533809	-0.7641258	0.3951549	-0.8071284	0.0529190000000001	2.359386	2.4907649	0.3373222	0.8788196	0.3599759	4.2110697	4.6139035	-1.0512144
"GTEX-1IDJE"	0.2670362	0.913036	-4.2931808	-3.5192441	0.4120127	2.0076272	4.1084845	4.228949	2.3028713	-0.0583778	0.4324691	2.745933	1.8592917	2.6698344	0.6734538	-0.2714217	0.1088201	-0.4509227	0.6684516	-0.8704644	-0.2228626	1.9415754	2.1091619	0.6798503	0.872688	0.9860755	4.2117108	4.7165798	-0.9381738
"GTEX-1IDJF"	0.3084705	0.9666513	-3.9633841	-3.4609714	0.2597097	2.0445769	3.9583213	4.1183525	2.5412678	-0.1157261	0.0526339	3.0024412	1.8128422	3.1852534	1.5254211	0.3901047	0.8342077	0.0162739	0.6671427	-1.1393775	-0.3381005	2.1145797	2.6763612	0.3340124	0.3267841	0.3854935	4.2279964	4.3784083	-0.7766429
"GTEX-1JJ6O"	0.502834	0.9910594	-3.3308612	-2.7502255	-0.2151347	1.5101578	4.0931761	4.2385144	2.6771394	-0.2970785	-0.0230454	2.3555148	1.7965775	1.9015183	1.3836982	0.4410802	-0.2172556	-1.3785487	0.0137460000000001	-1.0373954	-0.123673	2.4741148	1.4089974	1.2018449	0.4857906	0.1974399	3.7670108	3.9287372	-0.7396856
"GTEX-1JKYN"	0.289241	0.9011239	-4.0266087	-3.3116878	0.4658675	2.0887307	4.5755377	4.7231511	2.7629776	0.1396334	0.1909526	3.6100222	1.8844059	3.4837348	1.2300203	0.1397893	0.8186911	-0.2615455	0.7091359	-0.652773	-0.3879211	2.5491448	2.5127256	0.2945045	0.7027301	0.5637453	4.5428758	4.8222303	-0.3858327
"GTEX-1JKYR"	0.5737195	0.9981996	-4.18365	-3.7414336	0.00625789999999997	1.4412584	4.1812922	4.3668727	3.0193042	-0.3135429	-0.1280733	2.2779882	1.3613748	2.6295108	1.132452	-0.0700516000000001	0.9383104	-0.3322161	0.4808855	-0.7551252	-0.0153609999999999	2.7356875	2.150752	0.8651116	0.6643931	1.0519071	4.500603	4.7249241	-0.6046877
"GTEX-1JMLX"	0.135213	0.9124607	-4.2281463	-3.5598171	0.2424101	2.0224607	4.0547143	4.160988	2.4135128	-0.0409646	-0.0272913	2.3713626	2.0777083	1.9752571	1.2777023	0.2871893	0.3153368	-0.6270085	-0.6558034	-1.2834571	-0.2948128	2.8588357	1.9647242	0.7964654	0.91444	1.0922464	4.4075459	4.5490847	-0.897833
"GTEX-1JMOU"	0.1215166	0.7582428	-4.0727317	-3.0882549	-0.0358077000000001	1.6962704	4.5288591	4.6744835	2.2999422	-0.3711445	-0.3561071	2.5155345	1.6701634	2.8226177	0.9752463	-0.1251442	0.8790203	-0.6902566	0.0414271000000001	-1.0950486	0.2647683	2.5735024	2.5454246	0.8738521	0.1441406	1.3709607	4.5498002	4.7892495	-0.693684
"GTEX-1JMPY"	0.2483526	0.9785815	-4.1992857	-3.5472158	0.1091174	1.7936609	3.5514564	3.8228731	2.3667666	-0.1206785	0.0670302	2.4694848	1.9709839	2.3300889	1.9475077	0.4920433	0.4661962	-1.1707116	-0.796875	-0.9997634	-0.1874841	2.5389896	2.1247812	0.9244911	0.8566847	0.8683767	3.9228353	4.2162858	-0.7120897
"GTEX-1JMPZ"	0.3633899	0.9102143	-3.3680228	-3.0611501	0.2886447	1.9134278	4.1458487	4.3195929	2.911788	-0.5792394	-0.1454619	3.0278027	2.0721748	2.5957761	1.6141793	0.372979	1.0840867	-0.918626	-0.0882798999999999	-0.8034797	0.0321584000000001	2.5449245	2.1363621	0.2391283	0.3809063	0.6263993	3.9934819	4.1675043	-0.5428929
"GTEX-1JMQI"	0.378483	0.9765161	-3.4986762	-2.8618161	0.1123832	1.4825622	4.4307354	4.553651	3.106366	-0.019858	0.1940529	2.9432899	2.0839129	2.5781975	1.0183051	-0.1111773	0.4993284	-0.8218413	-0.3013828	-1.0968057	-0.2106304	2.3115628	2.0493359	1.0009773	0.3001748	1.2334885	4.3638044	4.7330632	-0.6986842
"GTEX-1JMQJ"	0.2749871	0.8996505	-4.3161258	-3.852309	-0.1493286	1.2281249	3.9934117	4.1249577	2.4635882	0.0868727	0.1288151	2.424627	1.7416328	2.2064641	1.7862937	1.2940679	1.5124973	-0.5680215	0.5765621	-1.0342574	-0.3524804	2.8282905	1.949017	0.5743804	0.7983491	1.0454379	3.8840594	3.9823137	-0.4017582
"GTEX-1JMQK"	0.2450031	1.1059772	-3.8136771	-2.9345661	0.0351348	1.887923	3.8752791	4.0094898	2.3236818	-0.8693682	-0.249299	2.8628919	1.8336473	2.6428504	1.5449318	0.4215105	1.2957328	-0.6468075	0.3680207	-1.030248	-0.2125809	2.8523013	2.5892861	0.8068746	0.6162227	1.1183083	3.9979982	4.3286561	-0.7373034
"GTEX-1JMQL"	0.5147346	1.0416362	-3.5898888	-3.1724427	0.0498985	1.4457787	4.0076004	4.2254096	2.5387428	-0.3148528	0.0135146	2.7722014	1.8263531	1.9376481	1.1653909	0.263464	0.0196697000000001	-0.7554072	-0.2332742	-1.0091046	-0.1332167	2.6169354	2.3359861	0.9097332	0.3507179	1.0958422	4.464827	4.6232213	-0.8336482
"GTEX-1JN1M"	0.3415391	0.8059135	-4.2365106	-3.8776373	-0.1892595	1.4982272	4.4144345	4.5215242	2.6719209	-0.1614515	0.1790858	3.3542751	2.1297234	3.0845322	1.8342566	1.183489	0.8467279	-0.0513251000000001	0.7435014	-0.8901359	-0.4361897	2.7808032	2.0967857	1.0403347	-0.1054315	0.5973136	4.4507504	4.663527	-0.2904874
"GTEX-1JN6P"	0.5381104	0.950258	-3.6616559	-3.2117417	0.2114844	1.6225834	4.0371204	4.1712427	2.7549376	-0.2199989	-0.3658516	2.0187859	1.5093216	1.7181814	1.2022643	-0.3177486	1.6258236	-1.2176864	-0.4880737	-0.6623069	0.0818407	3.2063362	2.4710511	0.0949068999999999	0.8994031	1.3423884	3.9904569	3.9223981	-0.5559847
"GTEX-1JN76"	0.4996053	1.080975	-3.7325881	-3.2932346	0.4427538	1.736737	4.2397213	4.4419714	2.7471795	-0.4786333	-0.2195323	2.7845383	2.2851409	2.3999407	1.3733349	0.4630265	0.3384834	-0.7207589	-0.2632837	-0.8524654	0.0188451000000001	2.1426723	2.5475667	0.8082299	0.5275817	1.2189325	4.3580154	4.6533431	-0.1995759
"GTEX-1K2DA"	0.5469411	0.9218371	-3.8462219	-3.2802919	0.2459577	1.5473927	3.9239645	4.0742934	2.419526	0.0347219	-0.038022	2.5090277	1.7371871	2.3606752	1.8343677	0.8342591	1.6835601	-0.2488537	0.4462842	-1.2281966	-0.1480456	2.8567291	2.6684009	0.7358812	0.3062681	1.0026836	3.79595	4.1836846	-1.0056932
"GTEX-1K2DU"	0.4959744	1.1130402	-3.7705126	-3.0608402	0.0323437	1.6861829	4.2224773	4.5147555	2.510702	0.2880587	0.3207106	3.0177573	1.832147	2.8934557	0.9978016	-0.2466219	0.9514808	-0.3232146	0.4736259	-0.9011021	-0.5518979	3.1046016	1.8668911	0.5224955	0.4604401	1.2822951	4.5657657	4.8884586	-0.4866509
"GTEX-1K9T9"	0.4039143	1.0717228	-4.4794716	-3.8372535	0.1146891	1.603386	4.4782177	4.5983889	3.2575382	-0.5194994	0.1755132	2.6722276	1.8524409	2.4084786	1.346503	0.4220433	0.4477224	-0.9657658	-0.1369132	-1.2247257	-0.2365486	2.8962855	2.2836445	1.3456077	0.4399361	1.2489521	4.6086201	4.6798085	-1.0961746
"GTEX-1KAFJ"	0.4066078	0.9016132	-3.4607745	-3.1023993	0.3400964	2.1351174	4.1451724	4.1403176	3.1311717	-0.0524357	-0.1025047	2.8886909	2.1541676	2.4830652	1.7308616	0.5350481	1.0946564	-0.790018	-0.0661289999999999	-1.1870999	-0.2134029	2.857946	2.330368	1.0992326	0.5475843	0.7502028	4.1207999	4.2684273	-0.7766464
"GTEX-1KANA"	0.4292823	0.9195386	-4.143967	-3.236385	0.2783221	1.7080128	4.2053962	4.2965583	3.2129813	-0.216749	-0.1789373	2.3553753	1.7737104	2.3202831	1.4727335	0.6566838	0.4086941	-0.8334433	0.0163202000000001	-0.6513832	0.0775025000000001	2.6514465	1.9699702	1.0921708	1.0099922	1.7116935	4.1246292	4.1285309	-0.3335377
"GTEX-1KANB"	0.1913138	0.9102356	-4.14396	-3.574147	0.049049	1.6936135	3.9841948	4.2528939	2.6282802	0.5741985	0.0743991	2.8372472	1.769328	2.6084274	1.2747426	0.4210854	1.020262	-0.7558755	-0.1447122	-0.8178782	-0.1163669	3.0790347	2.6048265	1.1031264	0.1492652	0.8942464	4.1230947	4.2688972	-0.7606408
"GTEX-1KANC"	0.4850696	1.1213418	-3.7891231	-2.9841989	0.1327389	1.9908066	4.0098279	4.0664693	2.2515823	-0.3490485	0.0239665	2.8098559	2.3346315	2.5093147	1.412876	0.2755047	0.6902608	-0.8044146	-0.5877384	-1.0551232	-0.2280246	2.7260415	2.208044	0.9503253	0.9061336	0.6283666	4.0001451	4.454496	-1.1115553
"GTEX-1KD4Q"	0.1174627	0.4990163	-4.1724112	-3.9928588	0.1689528	1.6524759	3.7129005	3.876807	2.3215554	0.1656697	-0.1469143	2.9555478	1.9013352	2.7480043	1.0683235	-0.1312503	1.037597	-0.667962	0.2675019	-0.702495	0.1155472	3.0587367	2.3635442	1.295818	0.1757052	1.1124955	4.0212804	4.0508999	-0.2374771
"GTEX-1KD5A"	0.4780648	0.9417186	-4.0456855	-3.5383199	-0.2015754	1.4067868	4.1079339	4.5180448	2.3467034	-0.0621833	-0.3024334	2.5801887	1.7047633	2.4891787	1.8763656	0.2859529	0.0501813000000001	-0.5045448	-0.2604698	-0.5040021	0.1968152	2.8797162	2.4653078	1.1760843	0.2306633	0.8740705	4.2633167	4.7516674	-0.2600909
"GTEX-1KWVE"	0.519257	1.0589056	-4.0692102	-3.1381658	0.2765094	1.8178064	4.1849314	4.4406569	3.2171496	-0.26151	-0.3664753	3.1270018	2.0348475	2.9229167	1.5439414	0.020698	0.5658962	-0.44446	0.635873	-0.4812919	0.0113029000000001	3.2536827	2.5559868	1.7467662	0.8939574	0.5470098	4.18318	4.1731053	-0.6252794
"GTEX-1KXAM"	0.5093382	1.1335909	-4.4694495	-3.6085467	-0.3313521	1.2802246	4.1292608	4.3197114	2.7222014	-0.3241095	0.1234153	2.7995872	1.6288452	2.5980761	1.2677014	0.5633408	0.9454159	-0.5794146	0.2669898	-1.0299773	-0.0693610999999999	2.9384203	2.1457266	1.1312886	0.1998899	1.1649288	4.0207279	4.6183506	-0.7735839
"GTEX-1L5NE"	0.4915447	1.1342203	-3.8362787	-3.4088033	-0.1685078	1.6951232	4.1018094	4.2415941	2.7008979	0.3100202	0.2243367	2.3793598	1.8828703	1.9225115	1.266697	0.3628523	1.1454311	-1.0416212	-0.3990828	-0.8942934	-0.1931173	2.6766054	2.4241765	0.5941025	0.8092493	0.94303	4.2554954	4.5134188	-0.7020905
"GTEX-1LB8K"	0.167556	0.7595157	-4.223855	-3.7640096	-0.164086	1.6271633	4.3037215	4.5270207	2.759944	-0.141104	0.0907409	3.4078854	1.6933335	3.3535447	0.9265967	0.339627	0.3348112	-0.4215682	-0.0600755999999999	-0.9450396	-0.2636764	2.3609462	2.5709868	0.9432594	0.0365476	1.0115693	4.2535127	4.4883576	-0.7849901
"GTEX-1LBAC"	0.1798299	0.8981003	-4.2330544	-3.7461935	0.0990809	1.6475123	4.0982759	4.4974271	2.9017238	-0.3644092	0.0832145	2.8131099	2.0899436	2.6506125	1.5647586	0.4677666	0.9244951	-0.4099433	-0.2438465	-1.0408963	-0.2206029	3.4577741	1.8371368	1.2851303	0.6190049	0.5224772	4.2639032	4.578977	-0.4919256
"GTEX-1LC47"	0.2019947	0.8621086	-3.7423078	-3.2717418	0.3457643	1.8035838	4.0742051	4.196497	2.8294009	0.4483988	0.3096254	2.6301613	1.5126074	2.38854	1.2600751	0.0221155	1.6943703	-0.3226595	0.5929543	-0.7647433	-0.301293	3.1018923	1.8708244	0.9006731	1.0102099	0.8745189	3.9226915	4.1095741	-0.6030101
"GTEX-1LG7Y"	0.1661151	0.7443095	-4.0792036	-3.3374536	0.1136419	1.7272324	4.3163382	4.5707507	2.6937988	0.1153445	0.3802885	2.4348248	1.9190334	2.5120408	1.2817017	0.5736389	-0.1405923	-0.8935973	0.1475496	-0.9469847	-0.4935736	3.1365585	1.3867333	1.354586	0.7122527	1.3740939	4.1035891	4.4929832	-0.5883832
"GTEX-1LG7Z"	0.3187679	0.980787	-4.6422447	-4.0508297	0.0329743	1.4899311	4.3529617	4.5510089	3.0907312	-0.1891102	-0.2826216	3.578407	1.8398312	3.0340003	1.5537584	0.6100683	0.6944809	-0.4294508	0.1521636	-0.658571	0.1920906	3.1046753	2.6732844	1.2044204	0.2931348	0.5211604	4.3178729	4.393188	-0.4636534
"GTEX-1LGOU"	0.0811468	0.6528358	-3.853043	-3.4050933	0.2175976	2.0423585	4.5805491	4.8331939	2.9488541	-0.1972921	-0.0162514	3.5221089	2.1262361	3.5069675	1.1993008	0.3446309	1.1443758	-0.2421188	0.7713471	-0.4801435	-0.0160701999999999	3.0424426	2.3141953	1.1652224	0.3598461	0.6408588	4.793087	5.053035	-0.4879447
"GTEX-1LGRB"	0.0539104	0.8309381	-3.8964224	-3.4153712	0.2962923	2.0489913	3.7533345	4.0010096	2.4069796	-0.5384218	-0.0825468	2.8794886	2.097755	2.6497991	1.1682232	-0.3210539	0.736175	-0.8799022	-0.7789519	-0.6406247	0.1025566	2.9167046	2.9186397	1.2425201	1.0147046	0.7851815	4.0729604	4.2701429	-0.5588598
"GTEX-1LH75"	0.207981	0.5919035	-3.8090387	-3.4418928	0.2845935	1.7431389	4.3040541	4.3233699	2.5069782	0.1097048	0.1211513	2.8189438	2.2296804	2.7565013	1.5621494	0.6131317	-0.179239	-0.3464874	0.1683126	-0.6712268	0.0443307000000001	2.4185729	2.4802951	1.1580325	0.5622029	0.7765119	4.2890985	4.7212347	-0.6282522
"GTEX-1LKK1"	0.4010087	0.9092855	-3.5493901	-3.0759427	0.1048473	1.722033	4.2821441	4.4989477	2.997608	-0.1810802	-0.1407941	2.8395785	1.9141026	2.7672061	1.4013893	0.2474557	0.931142	-0.1224336	0.4787695	-0.7272066	0.2094533	2.7422636	2.2482523	0.8347042	0.4486923	0.9524192	4.4558259	4.9432496	-0.3789043
"GTEX-1LNCM"	0.2377266	0.9761124	-3.9687088	-3.3387945	-0.1167849	1.5973788	4.4577582	4.5487653	2.9273981	0.0758409	0.291987	3.3898977	1.8199418	3.6011777	1.2162997	0.513923	0.6472348	0.2257523	0.6951871	-1.0517507	-0.5055954	2.6801846	1.5458093	0.7296614	0.248049	0.8891576	4.4007435	4.4002307	-0.880901
"GTEX-1LSNL"	0.305131	0.8805602	-4.200336	-4.0158641	-0.4364664	1.1021112	4.5536924	4.4507359	3.0441414	-0.3738864	-0.2522023	3.0677413	1.6001612	2.6215081	1.2985102	0.2158438	0.9368375	-0.8996995	-0.1597147	-0.6867392	0.0194165000000001	2.1721949	2.3320085	0.3528781	-0.00321630000000001	1.1603881	4.266509	4.4902008	-0.7370423
"GTEX-1LSNM"	0.4807441	0.9489228	-4.052704	-3.3062644	-0.1249158	1.5908623	4.1443028	4.247107	2.5368301	-0.3547433	0.0534621	2.8370062	1.8994104	2.6988044	1.0301052	0.3082446	0.2946832	-0.5496079	0.3115391	-1.0493524	-0.1544896	2.9702588	2.4410249	1.275297	0.1678822	1.2390429	4.0235628	4.422251	-0.7913643
"GTEX-1LSVX"	0.4582909	0.9613169	-4.0207305	-3.3507146	-0.00602110000000004	1.5620435	4.1376741	4.3575315	2.672872	0.0627025	-0.1408353	2.8728604	1.786475	2.6270832	2.0436891	0.6134592	0.5475352	-0.5557739	0.2403313	-0.822479	0.1835226	2.6996803	2.2557576	0.7812637	0.6141717	0.7724429	4.3288227	4.2870464	-0.376473
"GTEX-1LVA9"	0.5120891	0.8818263	-4.3005516	-3.838011	0.2395724	1.8264997	3.8409355	4.2026982	2.6352704	-0.0294614	0.2170075	1.8570521	1.7311288	1.7013701	1.4547364	0.4745014	0.6397772	-1.5917787	-0.4931059	-0.9032694	-0.3296093	2.9814591	1.8342585	1.1628704	1.1366548	0.7623045	4.0594268	4.2512103	-0.8448657
"GTEX-1LVAM"	0.260194	0.9348707	-3.7334882	-3.3553817	0.1519332	1.9385935	3.9593461	4.2435941	2.6375106	-0.5066731	-0.1427112	2.7686916	1.729583	2.6874835	1.678977	0.7438854	1.056527	-0.2731172	0.6009794	-0.9957578	0.0148712000000001	2.1788178	2.653972	1.0210769	0.3887634	0.9880512	3.8301631	4.0314211	-0.870867
"GTEX-1LVAN"	0.50619	1.0709537	-3.8400288	-3.4525403	-0.1303785	1.8613727	4.7081985	4.8640141	2.9487397	-0.2164572	-0.2300574	2.802528	1.9420607	2.9137435	1.5958254	0.4664609	0.4133864	-0.2987625	0.7917776	-0.742287	0.1076104	2.6774142	2.786365	0.9661506	0.4470075	0.8879875	4.4940907	4.7604152	-0.6246907
"GTEX-1LVAO"	0.2065845	0.6582486	-4.1643248	-3.2729258	-0.1813374	1.4559886	3.8049079	4.0584995	2.4851162	-0.021422	0.4690747	2.3757985	1.9068923	2.3081848	1.7942111	0.3292405	0.7217508	-0.5849994	0.2625779	-1.148981	-0.3747768	2.8930907	2.4238006	1.1808929	0.6532056	1.1782178	4.1727492	4.5439519	-0.9128589
"GTEX-1M4P7"	0.3183024	1.0282161	-4.1778015	-3.6300913	0.0909165	1.6978436	4.1762727	4.4790849	2.7195264	0.0407103	-0.046694	2.7058293	1.6758228	2.2615731	1.8187817	0.5016414	0.6486768	-0.1790481	0.6095047	-0.6391802	-0.055502	2.2778245	2.7733258	0.8530842	0.4760371	1.234363	4.5120074	4.5302729	-0.2858715
"GTEX-1M5QR"	0.3007001	0.7595285	-4.1153602	-3.5767089	0.2210916	1.9788983	4.6209721	4.8949116	2.8121409	-0.1768138	-0.0833532	3.0566568	1.8640985	2.8584335	1.3479806	-0.143916	0.1715225	-0.20915	-0.1374119	-0.6853228	-0.1595168	2.5324765	2.1534785	1.206704	0.4881749	0.9309104	4.7248267	5.0765948	-0.7163108
"GTEX-1MA7W"	0.2832538	0.8402416	-3.7781266	-3.4232843	-0.0420546	1.3827558	4.2737471	4.54671	2.7878478	0.3083841	0.141743	2.991947	1.7485195	2.7485711	1.0088366	0.070212	1.2083378	-0.2957328	0.4652881	-0.7838107	-0.0900506	2.6962926	2.567053	0.8161545	0.2494504	0.9708684	4.2502271	4.3078899	-0.6746579
"GTEX-1MA7X"	0.2046686	0.8402759	-4.0334542	-3.4582957	0.014525	1.4831621	3.8849169	4.3407464	2.6638151	0.1802013	0.4440831	2.760904	1.7892873	2.4936834	1.0869002	0.4140825	1.169844	-0.4988763	0.0632005000000001	-1.3752659	-0.475302	2.6004773	2.0168912	0.5362455	0.4928388	0.9949373	4.5099669	4.5955633	-0.9878563
"GTEX-1MCC2"	0.2262976	0.8367402	-4.0282604	-3.2801367	0.723604	2.0931052	3.74899	4.0063087	2.5794162	0.0418714	0.1202896	3.1081253	1.9470522	2.8753501	1.3610564	0.4777781	0.6976645	-0.5842664	0.2587289	-1.1672784	-0.3321561	2.5797888	2.7291226	0.7369464	0.4015268	0.3084579	3.7820064	4.0480821	-0.9806721
"GTEX-1MCQQ"	0.3926588	1.0198519	-4.0756293	-3.21537	-0.0497333	1.5642935	3.5214178	3.6787146	2.6543021	0.030756	0.2389954	2.8790206	1.6337115	2.7985956	1.6752651	0.6595232	-0.157715	0.2022207	0.8444796	-0.7604784	-0.2830808	2.3318001	2.1924934	1.2465866	0.1676581	0.8368398	3.7997867	3.8988417	-0.5261995
"GTEX-1MCYP"	0.2666073	0.9059099	-3.9824836	-3.1838549	0.2621035	1.7472005	4.1411903	4.2173824	2.4551159	-0.1420219	0.0682296	2.5864793	1.713779	2.6900609	1.9912848	1.1131011	0.8612917	-0.0285133000000001	0.3229988	-0.6657311	-0.2765859	2.6339985	2.046614	0.4329755	0.9321802	0.9171638	4.0229554	4.3088688	-0.650916
