"sample_id"	"PGS000163"	"PGS000164"	"PGS000165"	"PGS000166"	"PGS000167"	"PGS000168"	"PGS000169"	"PGS000170"	"PGS000171"	"PGS000172"	"PGS000173"	"PGS000174"	"PGS000175"	"PGS000176"	"PGS000177"	"PGS000178"	"PGS000179"	"PGS000180"	"PGS000181"	"PGS000182"	"PGS000183"	"PGS000184"	"PGS000185"	"PGS000186"	"PGS000187"	"PGS000188"	"PGS000189"	"PGS000190"	"PGS000191"
"GTEX-13PVQ"	0.1260345	0.7586748	-3.9835183	-3.0448772	0.0921271	1.7641845	4.4925022	4.6393289	2.3949037	-0.1621829	-0.2355401	2.1952375	1.8559095	1.508128	1.6159443	0.5372037	1.2779707	-0.7216093	-0.6573459	-0.8000994	-0.1586226	2.3161317	2.4654289	0.6247578	1.0151424	1.0394653	4.5318963	4.8195965	-0.2403475
"GTEX-13PVR"	0.5363704	1.029183	-3.693109	-3.3376437	-0.5222377	0.9042585	3.7341763	4.0131561	2.5419786	0.1774691	0.1486523	2.6997761	1.8303148	2.625452	1.5660947	0.8488936	0.5766303	-0.2220834	0.0597175000000001	-0.5932254	-0.0626494999999999	2.3236109	1.8135443	0.912838	0.4357993	1.2367197	4.0275208	4.1612406	-0.3842426
"GTEX-13QBU"	0.1786801	0.8890952	-3.9328239	-3.2271763	0.0872757	1.7989054	3.9357282	3.9603798	2.8665204	-0.1267031	0.0515809	2.7839399	2.1764861	2.7304664	1.4242924	0.6001321	1.2200464	-0.6399853	0.4325022	-0.9218455	0.0153864	2.7674018	1.695495	0.7737595	0.7244894	0.701702	4.0857185	4.1927629	-0.5975237
"GTEX-13QIC"	0.4629196	1.0029081	-3.9007866	-3.2809174	0.2254557	1.7732646	4.58844	4.7068784	2.5774525	0.122831	-0.00665189999999998	2.9170112	1.7356453	2.766069	1.5853394	0.332559	0.7708974	-0.1664097	0.2256047	-0.8837954	-0.3574109	2.3445196	2.3907739	0.5173496	0.6984573	1.3559783	4.3682423	4.4685087	-0.4055318
"GTEX-13QJ3"	0.347105	0.819934	-3.9369052	-3.3534856	-0.0495283	1.6542942	4.0755141	4.3814714	2.6946377	-0.1972002	-0.2215962	2.9579636	2.2022206	2.5067097	1.8926534	0.3611512	0.8986241	-0.3732515	0.1102573	-0.5554	0.054068	2.4960978	2.1485363	0.8798604	0.3462293	0.7995879	4.3630194	4.686869	-0.3300224
"GTEX-13QJC"	0.2042296	0.9839565	-3.9396232	-3.3824878	-0.0455559	1.5483469	3.9164051	4.163253	2.7458036	-0.3603873	-0.05457	2.892224	2.0039179	2.9050958	1.3971431	0.5790909	1.299736	-0.1216375	0.4938584	-1.1458102	0.0533450000000001	2.6321619	2.3620792	0.9400676	0.4814767	1.3056513	4.0044834	4.339451	-1.1569271
"GTEX-13RTJ"	0.3076529	0.9065977	-4.1664189	-3.044975	0.0215223	1.6261822	4.0239673	4.4077917	2.7185979	0.0085526	0.0150169	2.4669512	1.4405253	2.4198346	0.7437714	-0.3440615	0.81653	-0.634006	0.0642847000000001	-0.7411767	-0.0820043999999999	2.2745028	2.3108031	0.6697881	0.8034055	1.7607553	4.1985354	4.6360778	-0.6037941
"GTEX-13RTK"	0.2533835	0.7623064	-3.9930805	-3.5800829	-0.5914934	1.0932618	4.1395425	4.2984454	2.9252037	-0.1548689	-0.0393432	2.9664675	1.6097501	2.8696759	1.4267205	0.2796589	1.3616337	-0.1426239	0.6435504	-0.7435024	-0.0887509999999999	3.0125877	2.4323717	0.6278363	-0.4268199	1.2222457	4.1023759	4.1547868	-0.6382109
"GTEX-13RTL"	0.271512	0.8160747	-4.3000117	-3.8099293	0.2745815	1.9632227	4.2811875	4.5147569	2.763935	0.3210214	0.1131566	2.5700819	2.0537324	2.1512686	2.1459228	0.5886011	1.1226475	-0.8312131	-0.2395817	-0.7526211	-0.3840613	3.0565593	1.888494	1.3882909	0.809601	0.9848066	4.437848	4.5830163	-0.0539917999999999
"GTEX-13S7M"	0.3643418	1.032064	-4.2603967	-3.4423598	0.1227786	1.6288803	4.0745049	4.0555922	2.5938674	0.1887415	0.3612683	2.6377882	1.867187	2.4674752	1.8013961	1.0472901	1.3185762	-1.0145338	-0.1639321	-1.2509984	-0.3076057	3.2280613	2.0058543	0.6906668	0.7544941	0.6821358	4.5201414	4.5325362	-1.005005
"GTEX-13S86"	0.2584494	0.8826597	-4.3408463	-3.6961962	-0.0579015	1.7152122	4.0889253	4.3576724	2.6433516	-0.5241017	0.0906269	2.7206759	1.7768631	2.5992802	1.602495	0.4843356	1.057708	-0.6762996	0.4352287	-1.1925537	-0.4612342	2.6108253	1.8273778	0.5468409	0.5107415	0.7758807	4.2834872	4.7290218	-1.2822413
"GTEX-13SLW"	0.3439821	0.8709769	-4.1784135	-3.5756967	0.4339219	2.1391031	4.4529865	4.4932346	2.9011906	-0.3482742	-0.1388311	2.3982794	1.9101608	2.3016093	1.4403556	0.1395237	-0.1422884	-0.4780599	-0.0120848999999999	-0.6509978	-0.0470123999999999	2.2341442	2.3644269	0.8252789	1.2009402	0.8751399	4.3183854	4.336067	-0.9218106
"GTEX-13SLX"	0.3542767	0.7417207	-4.3945591	-3.7671767	0.1850746	1.4475425	4.4372244	4.5764761	2.9814839	-0.4829536	-0.2457068	2.7255982	1.9380286	2.0711228	1.5186937	-0.0627873	0.6094655	-1.3784559	-0.6340015	-0.8739758	-0.2466172	3.0120484	2.4841483	0.5716212	1.2754433	1.3063492	4.4551551	4.7955607	-0.8662237
"GTEX-13U4I"	0.2389391	0.8161684	-4.1338473	-3.3736707	0.510969	2.125318	3.6779217	4.0823465	2.4301292	-0.0435606	-0.0975022	2.9379936	1.6728406	3.1015189	1.3897362	-0.1919718	0.6801067	-0.3892866	0.4031795	-0.7006065	-0.2521291	2.6980908	2.1071146	0.8771796	0.6363222	0.6602872	3.9988993	4.5308101	-0.4089641
"GTEX-13VXT"	0.54782	1.0149086	-4.4116543	-3.655811	0.3969016	2.0768884	3.8020351	4.1310624	2.5080409	-0.1583198	-0.2800901	3.138737	1.8282199	2.4838241	1.968295	0.4021017	0.9598874	-0.5572429	0.0939068000000001	-0.6451307	-0.1789236	2.6118736	2.0633501	0.4755842	0.7873022	0.6719044	4.0452465	4.339926	-0.614422
"GTEX-13VXU"	0.3480707	0.7351155	-3.8839304	-2.9959723	0.1189517	1.7061122	3.8351108	4.2512032	2.6499155	-0.2016774	0.0340943	3.1882002	2.0191284	3.158579	1.2323075	0.4579587	0.4320535	-0.5107116	0.2239936	-0.8372522	-0.1211132	2.7794818	2.3173788	1.2219514	0.4099827	0.5073333	4.2021392	4.3488669	-0.8675445
"GTEX-13W3W"	0.5398969	1.1353306	-2.937694	-2.702878	0.1880712	1.785369	4.2955243	4.3831651	2.8086798	-0.0962843	0.3145801	2.8216172	1.9205494	2.3633584	1.5953857	0.5820748	1.1358721	-0.4370847	0.0897074000000001	-0.8965204	-0.1908434	2.9201822	2.484441	0.7760373	0.8128393	1.4852669	4.4702554	4.4913531	-0.7129001
"GTEX-13W46"	0.4181857	1.0392742	-4.0799577	-3.4624042	-0.0801640000000001	1.7149496	3.7159646	4.0836572	2.166372	-0.0135025	0.0748693	1.9300159	1.622841	1.5955019	1.2924185	0.6708149	0.9283477	-0.9277416	-0.5736098	-1.0664277	-0.4962385	3.1939593	2.3562638	1.0951397	0.8277592	1.1562354	3.9459091	3.9699092	-0.7299573
"GTEX-13X6H"	0.1608898	0.692633	-4.2369442	-3.7325198	-0.2380391	1.3752278	3.7219329	4.060275	2.6890507	-0.0711928	0.0365875	2.6760923	1.3777962	2.369413	1.5945027	0.8749824	0.4598869	-0.5080002	0.3232849	-0.8513563	-0.3718482	2.5043231	2.0525895	1.1286318	0.4159374	0.701312	4.0400927	4.3143366	-0.6131773
"GTEX-13X6I"	0.3595383	0.8652312	-4.1815163	-3.2277167	-0.2892386	1.4463231	3.8433212	4.0546639	2.6151548	0.0104889	-0.1597654	2.1813157	1.6546189	1.8208376	1.5819849	0.1896985	0.45835	-0.4345768	-0.0147503999999999	-0.5840673	0.0395540000000001	2.0982795	2.1836179	0.5734655	0.6034373	1.1645567	3.9350661	4.0012698	-0.5187892
"GTEX-13X6J"	0.256853	0.8390282	-3.9928894	-3.5128095	0.2596109	1.6737673	3.9724694	4.0568774	2.7732089	-0.301208	-0.0285965	2.8992879	1.7412641	2.6629159	1.536785	0.1050039	0.2806114	-0.1510757	0.6671905	-0.6850375	-0.0945673	2.3679417	2.0819634	1.1327446	0.5318014	0.793623	3.9866343	4.3213271	-0.765251
"GTEX-13X6K"	0.3418196	0.9829965	-4.0252692	-3.6717793	-0.1486483	1.3347539	4.2914159	4.4557631	3.0793878	0.0488125	-0.0760977	2.224063	1.9419484	2.2201791	1.5849466	0.2406025	0.401341	-1.0671529	-0.0272247999999999	-0.7194407	-0.2292008	2.8423048	2.1827612	1.8251313	0.4403987	0.9293051	4.4014316	4.5958801	-0.3214056
"GTEX-13YAN"	0.2683336	0.8362712	-3.7851128	-3.4405731	0.4253206	2.2867703	4.3721656	4.6666244	2.6195543	0.2627577	0.2491536	3.1018483	2.146308	2.6684916	1.6954456	0.3969269	0.2490073	-1.1430175	-0.409332	-1.1076646	-0.4340292	2.9237599	2.1058496	1.0904199	0.7805825	0.5463979	4.6216692	4.8565598	-1.0501488
"GTEX-1445S"	0.2515024	0.9293366	-3.7805046	-3.4255214	0.1620268	1.8986121	4.2458384	4.4935939	2.8181723	0.3194082	0.0316283	2.3761677	2.0806175	2.3947341	1.4539416	0.3200683	0.3917865	-0.948501	0.0121431000000001	-0.7627191	0.0189930000000001	2.8864212	2.5509478	0.7791108	1.2556654	0.5408041	4.6780071	4.8668025	-0.2539926
"GTEX-144FL"	0.5968886	0.9482012	-3.9632824	-3.3087168	-0.3402914	1.2020892	4.1530154	4.5298215	2.6658295	0.0655075	-0.1755455	3.0521897	1.7762591	2.8180684	0.9601778	-0.3616194	0.7662702	-0.8565291	-0.1933747	-0.7658631	-0.1757282	2.9713035	2.4201837	0.8713539	0.1660655	0.3213554	4.6734178	4.9382003	-0.2692443
"GTEX-144GL"	0.2141931	0.9018581	-4.1671833	-3.5626198	0.4723552	2.241334	4.1055808	4.1899389	2.7505673	-0.5552866	-0.0828722	2.4804567	1.8434489	2.2694872	1.8632496	0.4800212	1.5013488	-0.4548521	0.209522	-0.975796	0.1333509	2.9629233	2.115466	0.8533662	0.9963185	1.2378413	4.1993962	4.3571702	-1.1293008
"GTEX-144GM"	0.3477969	0.8377917	-4.4087475	-3.6215992	-0.3271769	1.3111718	4.4280647	4.5597744	2.7302534	-0.3386799	0.1421809	2.7444868	2.0783726	2.3879313	1.0132271	-0.2444923	0.4570044	-1.4793651	-0.1575139	-1.3193491	-0.0655848999999999	2.9072869	2.148121	1.0925352	0.0642144	0.7508747	4.3768839	4.4851633	-0.9263926
"GTEX-145LU"	0.2712606	1.0186854	-3.6391675	-2.9207705	-0.0897117	1.5505985	4.0696404	4.3505071	2.5246858	-0.5782777	-0.162044	3.1471799	1.928499	3.441723	1.5174667	0.7369691	0.413035	0.3167697	0.7266568	-0.7729403	-0.0202358999999999	2.2701199	2.4780501	0.4959277	0.3520742	0.8282097	3.9692495	4.2672577	-1.050144
"GTEX-145MF"	0.3812975	0.8151963	-4.2708782	-3.2637133	-0.1944603	1.4914916	4.2870446	4.5136079	2.8166349	-0.5605644	-0.2369703	2.9601249	1.7984187	2.7346376	1.0769456	0.2939299	1.6661917	-0.0878669	0.3804862	-0.9700672	0.0168476	2.3085989	2.7699857	0.2269993	0.1789502	0.9045164	4.2354962	4.477657	-0.8144498
"GTEX-145MG"	0.3917982	1.0024635	-3.9683225	-3.6400049	-0.0636767	1.6029705	4.5592301	4.8690298	3.0650555	0.0117098	-0.1578294	3.1230892	1.8826288	3.076679	1.918954	0.6559976	0.9390154	-0.5930501	0.2506611	-0.6548749	-0.2684057	2.5042681	2.9789438	0.4250722	0.102776	0.6931961	4.517863	4.6694472	-0.6506566
"GTEX-145MH"	0.2526354	0.8671099	-3.9897692	-3.1682957	0.1867808	1.9886592	4.2073896	4.499232	2.9538035	-0.2330829	-0.1055744	2.8600622	2.050293	2.4376292	1.5597807	0.7088529	-0.1690218	-0.4865662	0.1969712	-0.8603064	-0.1420729	3.6787245	1.5777468	1.7822658	0.3063504	0.2064245	4.366982	4.5798664	-0.5824821
"GTEX-145MI"	0.2935329	0.8341812	-3.9957806	-3.1000361	0.285339	1.8383948	4.7387107	4.8621872	3.1529405	-0.0327387	0.0215613	2.4857705	1.9521465	2.2654765	1.348841	0.6133281	0.9036881	-0.9985115	0.0560655000000001	-1.0401362	-0.4765304	2.8694468	1.8484299	0.8888804	1.0350344	0.8625724	4.9871234	5.0191563	-0.7741152
"GTEX-145MN"	0.4013409	1.0009763	-3.8443568	-3.1505801	0.1754626	1.8473024	4.108502	4.7151663	2.6335267	0.1318148	0.2244527	2.7655574	1.9689991	2.3289787	1.596823	0.9624305	0.7410991	-1.4901912	-0.2230912	-1.1938091	-0.3970665	2.8225772	2.602154	0.7366137	0.8116519	0.7146551	4.1215125	4.5559429	-0.97989
"GTEX-145MO"	0.2289537	0.7969685	-4.3084196	-3.5410537	0.6516117	2.0737106	4.3845705	4.4646558	2.9338674	0.2239223	0.3497318	3.5339753	1.9395471	3.0450229	1.2152158	0.2006652	-0.1107626	-0.1696659	0.7424988	-1.2271437	-0.5774142	2.148036	1.7563674	0.608407	0.710733	0.718546	4.3525439	4.3097535	-1.0177885
"GTEX-146FH"	0.1233575	0.6818726	-4.285449	-3.2729746	-0.220937	1.594769	3.8206891	4.1006154	2.3831769	-0.346298	0.0323029	2.8743474	1.9642647	2.6249147	1.0593963	-0.0407869	1.241367	-0.532708	0.6509548	-0.6329872	-0.1677697	3.1856625	2.3383299	1.0573203	0.3918511	1.0185176	3.9099877	4.3500779	-0.5070596
"GTEX-146FQ"	0.3055998	0.8883526	-4.1205049	-3.4573044	0.1236447	1.9683893	3.8888404	4.2485973	2.8709985	-0.3437483	0.1804811	2.5665431	1.74702	2.387407	1.6290357	0.7924987	0.5103101	-0.2609027	0.1137342	-1.015459	-0.3424454	3.0157771	2.6216848	0.9154881	0.5195093	1.0706011	3.9559321	4.1997924	-0.8255758
"GTEX-146FR"	0.2143981	0.7830542	-3.6148099	-2.9355848	-0.0846448	1.4866707	4.0675815	4.5168111	3.0575605	0.0686119	0.236761	2.3348005	1.5702777	2.3982062	1.3809247	0.2957629	-0.332931	-0.2489475	0.570499	-0.5025714	0.0248093000000001	3.0024074	2.1156227	1.6442689	0.4752964	1.5031769	3.9355167	4.2427893	-0.2994618
"GTEX-14753"	0.3153103	0.8756942	-4.1325822	-3.4994671	0.1080337	1.7068771	3.216082	3.4357546	2.0554552	-0.1707573	-0.0582996	2.6469706	1.7005545	2.6011038	1.1252221	0.0141511	0.4260266	-0.3794846	0.2961134	-0.7879552	0.3392519	2.6251042	1.9240324	1.050054	0.4206246	0.8420691	3.387676	3.6710504	-0.7214244
"GTEX-1477Z"	0.2892859	0.9635499	-3.9431954	-3.2813664	0.321832	1.8572424	3.9141195	4.3650252	2.2691483	0.2411842	0.2246635	2.5035683	1.7949597	2.4803304	0.9093576	-0.3080273	0.6456208	-0.7331311	0.0650157000000001	-1.2494326	-0.3096922	2.9932406	2.8685879	1.079165	0.9861498	0.6330921	4.2176138	4.4741894	-1.1544784
"GTEX-147F3"	0.4288135	0.9693559	-4.4555929	-3.7836279	-0.1712165	1.5717248	3.910518	4.0206742	2.4725959	-0.4693602	-0.0157208	2.6941693	1.8227083	2.4737611	1.0949393	0.5748477	1.0637072	-0.6854514	0.5264193	-0.8243786	0.00179510000000007	2.9660209	2.6313838	0.7979946	0.254389	0.9521022	4.077301	4.3275884	-0.8166462
"GTEX-147F4"	0.2181392	0.7745153	-3.7672999	-2.9746843	0.1451445	1.9245201	4.528333	4.6133793	3.0301724	-0.3831191	-0.1385377	2.7591837	2.1440451	2.3936899	1.2321723	0.086937	0.6991845	-1.2223943	-0.6559962	-0.8512984	-0.0563253999999999	2.7267358	2.0638637	1.3239182	0.7557955	-0.0742188999999999	4.3819236	4.9030632	-0.7076393
"GTEX-147GR"	0.441684	0.96246	-4.0031137	-3.5436684	-0.2517711	1.5625904	3.9244211	4.1110644	2.4879824	-0.2206516	0.0848392	2.6651286	1.9909889	2.4414217	1.0923994	0.1216598	0.7506925	-0.2545879	-0.1654338	-0.7492974	0.211467	2.7035058	2.1633186	0.7807139	0.2549331	1.2404347	3.5803246	4.1054781	-0.6676647
"GTEX-147JS"	0.3648584	0.8815638	-4.332086	-3.5734591	0.1401252	1.6157024	4.4402731	4.5352154	2.6954486	-0.3278605	-0.358404	3.3604001	1.797039	3.3309102	1.1976902	0.1798631	1.3258424	-0.6306669	0.7441454	-0.6063114	-0.1438887	2.6755368	2.7234258	0.3757571	0.0616664	0.7673093	4.2171376	4.5210646	-0.7977989
"GTEX-148VI"	0.2725877	0.8802138	-4.1983946	-3.3168883	0.2196972	1.6839609	4.123144	4.0349709	2.6549486	-0.4757129	-0.3720481	2.8722383	1.8020805	2.7288883	1.5409707	0.3513357	0.3030705	-0.2039055	0.7765587	-0.827964	0.2583028	2.6210175	2.5548309	0.8349761	0.5833486	1.2368985	4.1636258	4.373814	-0.5656641
"GTEX-148VJ"	0.2995991	0.7212854	-4.3129796	-4.1784922	-0.0739912	1.7072595	4.487803	4.6265377	2.8176289	-0.2906249	-0.2673289	2.7753776	1.9142366	2.6876256	1.4664134	0.3352196	1.532503	-0.5864448	0.3054593	-0.6152048	-0.00665199999999995	3.1812593	2.3371341	0.6162957	0.4509402	0.7980266	4.4707983	4.7496461	-0.5363936
"GTEX-1497J"	0.3319004	0.7851454	-3.808364	-3.1525755	-0.2787321	1.5541535	4.4044511	4.7170207	2.8970984	-0.2061303	-0.2468479	3.0000007	1.9275182	2.2699167	1.3295748	0.3562475	0.3103756	-0.4298182	0.0842209000000001	-0.8597775	-0.1270641	3.1862718	2.1275009	1.1179141	0.6372908	0.7829442	4.4064112	4.5862836	-0.7953776
"GTEX-14A5H"	0.3093245	0.8775682	-4.2272202	-3.2788866	0.1004447	1.8747622	3.9067413	4.041583	2.5418546	-0.2759546	-0.0570395	2.3464047	1.879465	2.0008839	1.3775788	0.5141472	0.854082	-0.6171414	-0.0966282999999999	-0.9063983	-0.0647761999999999	2.2908608	2.2554821	0.7269478	0.6046505	0.8987959	3.9571231	4.0973507	-0.754068
"GTEX-14A6H"	0.1665794	0.8914484	-3.7076888	-2.9724257	-0.2103785	1.5002958	4.3224674	4.7340612	3.0005781	-0.344033	-0.19952	2.7273251	1.9994391	2.5464668	1.8083307	0.2367438	1.037457	-0.7742254	0.0293565000000001	-0.7848641	0.2506555	2.3337124	1.731394	0.546407	0.2548264	0.9626628	4.6150801	4.928316	-0.833765
"GTEX-14ABY"	0.6250198	1.1507925	-4.4435054	-4.2087838	0.0292492	1.678077	3.9968001	4.1762242	2.4021181	-0.204953	0.0069564	1.9525726	1.6645264	1.4947531	1.7577964	0.4114386	0.5425968	-1.1350822	-0.8095239	-0.3445992	0.2129759	2.6982814	1.9900328	0.9953426	0.9501252	1.4277491	4.4537648	4.4437768	-0.2188222
"GTEX-14AS3"	0.5128782	0.9657842	-4.0624001	-3.54109	0.5920744	2.0268832	4.3020676	4.3827841	2.7247966	-0.0672253	-0.4553691	2.8308346	1.8439525	2.4475192	1.529633	0.2305648	0.6853607	-0.5132438	0.424423	-0.4530093	0.3444074	2.4189242	2.4452908	0.7935458	0.3788064	1.0348092	4.3231096	4.3856842	-0.2745768
"GTEX-14ASI"	0.3426967	0.9991228	-3.6703344	-3.5017481	-0.1837992	1.3856968	4.0896425	4.2701731	2.4184335	-0.1113533	0.2356173	2.5331613	2.1660333	1.9668704	1.55421	0.9007045	-0.2213024	-1.1888256	-0.6794134	-0.6732209	-0.1013856	2.6016365	2.6348444	1.0276037	0.3539376	0.9043416	4.4894826	4.5573835	-0.7890596
"GTEX-14B4R"	-0.0412536	0.7773627	-3.9573667	-3.3760815	0.0161022	1.5422819	3.7176543	3.7455796	2.6059586	-0.1750306	0.24425	2.6162924	1.6878444	2.2973426	1.714461	0.5112149	0.766199	-0.59476	0.436625	-1.0866459	-0.2422864	2.1340984	2.4839243	0.2422081	0.5245575	1.3930881	3.7618441	3.7174443	-0.8719667
"GTEX-14BIL"	0.261353	0.8704113	-4.1352001	-3.7920044	-0.0794019	1.4766888	3.8882042	4.072385	2.2898503	-0.1709775	0.1524697	1.6662783	1.684784	1.2120932	1.4678814	0.645045	0.1065217	-1.0625279	-0.5656987	-1.1793432	-0.2917939	2.9527985	2.0135886	1.5351885	1.3687059	1.1319445	4.1058074	4.225805	-1.023484
"GTEX-14BIM"	0.162056	0.7104902	-4.0670579	-3.3189056	0.0289716	1.6148464	3.5217244	3.8180301	2.4898714	0.0889567	0.1795911	2.5829147	1.4654157	2.3904647	1.3691683	0.6948027	0.5680968	0.1443301	0.627935	-0.9826487	-0.3675979	2.7312867	2.4046962	0.9489475	0.5856182	1.5540262	3.8682056	4.0561183	-0.6126139
"GTEX-14BIN"	0.1980266	0.8477993	-4.3058349	-3.2500264	0.0734051	1.7965957	3.513803	3.8184285	2.0886742	-0.2267162	0.2382281	2.5746589	1.9622598	2.4837115	0.6177477	-0.4096928	0.6788034	-0.5948585	0.2807681	-1.1976943	-0.3463032	2.5369635	2.354655	0.7204378	0.7780784	0.9560399	4.1618126	4.2914863	-0.8602543
"GTEX-14BMU"	0.3514237	0.9922725	-4.1484637	-3.3090925	0.1324983	1.5868478	4.6717079	5.0366869	3.354596	-0.0387359	0.3172235	3.0823642	1.5609073	2.7422781	1.1882977	0.1069609	1.0912317	-0.3355381	0.00381810000000011	-0.9361192	-0.2398169	3.0003934	2.5145311	0.900748	0.5665367	1.4417328	4.4389471	4.746723	-0.9200888
"GTEX-14BMV"	0.3097364	0.9588858	-4.1384544	-3.4326558	0.287596	1.9185555	4.3194419	4.5974624	2.607818	-0.0092693	0.2089056	3.1315161	2.0721692	2.5678739	1.9007408	0.6921301	0.4508357	-0.8878184	-0.0412791999999999	-1.0897168	-0.4396014	2.8592794	2.2412097	1.0206658	0.3377418	0.6240176	4.3437367	4.5062872	-0.8011275
"GTEX-14C38"	0.3186282	0.588836	-4.4301738	-3.8297234	0.0175265	1.5744168	4.0631053	4.0477653	2.7609373	-0.8478371	-0.8299286	2.0697282	1.8398013	2.0979712	1.1513263	0.2065999	1.1133738	-0.8564666	-0.1785891	-0.5352816	0.5598117	2.277131	2.3510358	0.2204728	0.8167661	1.1471755	4.1467306	4.4816003	-0.619612
"GTEX-14C39"	0.2366227	0.8045433	-4.3585602	-3.9295127	0.1452424	1.6829778	4.1475139	4.4134288	2.5310183	-0.2650184	-0.1228967	3.1347425	2.0967462	2.7786084	1.0891629	-0.224852	0.8798357	-0.4103503	0.5467451	-0.9317156	0.1301381	2.8789342	2.2143771	1.0563279	0.5041025	0.9606982	4.1949536	4.552768	-1.1689191
"GTEX-14C5O"	0.3036334	0.9184414	-4.2035143	-3.4569622	0.0806421	1.6547179	3.5935947	3.843324	2.2178822	0.3385729	0.2905922	2.149199	1.7897303	2.1272432	1.7241882	0.6668931	0.8111032	-0.8826168	-0.0806570999999999	-1.0440513	-0.5996207	2.6682892	2.3035737	1.2728441	0.7883029	0.6190247	3.5411716	4.0361191	-0.7266602
"GTEX-14DAQ"	0.37047	0.9167302	-3.8519637	-3.2762163	0.0960803	1.6900907	4.1929999	4.4229458	2.8221194	0.2634154	0.173718	2.459571	2.0043701	2.342931	1.272666	0.1187029	0.9919071	-0.578404	0.1733356	-0.8514144	-0.2309205	2.9128532	2.056829	0.5993603	1.1666845	1.0557216	4.528385	4.7446101	-0.1813876
"GTEX-14DAR"	0.2395394	0.8223736	-4.1871528	-3.383082	0.1084329	1.6282049	4.0530824	4.3671769	2.6947674	-0.5724264	0.0666004	3.0193931	1.9586786	2.783008	1.2454542	0.0519343	1.1266495	-0.3645885	0.5755255	-1.1810169	-0.2952308	2.6898915	2.3562576	0.7974473	0.7117309	1.0195856	4.1870999	4.333904	-0.8164022
"GTEX-14E1K"	0.4115169	1.0861584	-4.2067493	-3.561976	0.4143081	1.7909845	4.341927	4.4950541	2.8119975	-0.5902325	0.0003126	2.8528174	2.2110199	2.2142449	2.0298068	0.9530715	1.0530384	-1.0050427	-0.2351468	-1.0053496	-0.1420983	2.496099	2.6867541	0.3020469	0.9328466	0.8990686	4.6920794	4.8454851	-0.7259296
"GTEX-14E6C"	0.0240944	0.6765441	-4.4383956	-3.8829022	-0.378799	1.3103632	4.19656	4.2428201	2.9738591	0.2786502	0.2906853	2.4370391	1.8619002	2.305297	1.7192208	0.4877556	0.4204906	-0.6985429	0.1721856	-1.0283138	-0.4384984	2.570483	2.4670382	1.1858236	0.6346578	1.1701357	4.3343255	4.5210845	-0.4825024
"GTEX-14E6D"	0.3677381	0.8729423	-3.7836194	-3.224548	-0.0755649	1.7220317	3.878729	4.2454789	2.3690145	-0.1436095	0.0997248	3.0958336	1.8628844	3.4800288	1.30173	0.1069666	1.6424254	0.000526499999999935	0.5622341	-1.2696699	-0.1549866	2.2241973	2.5216569	0.3542546	0.4569156	0.2210464	4.3868228	4.5869604	-0.9281548
"GTEX-14E6E"	0.4679614	0.9736377	-3.7182884	-3.4042062	-0.2066434	1.5500546	4.0441861	4.285285	2.6026453	-0.3446124	-0.2319923	3.1062936	2.0648041	2.8803073	1.281353	0.1502751	0.8825233	-0.5829401	0.602571	-0.9338537	-0.0819491999999999	3.0831558	1.7537003	1.017426	0.3940882	0.9749085	4.1401539	4.4890977	-0.5702658
"GTEX-14E7W"	0.3441434	0.9408586	-3.7542888	-3.0332952	-0.4423891	1.4573768	4.0733745	4.357705	2.5504968	-0.0299298	-0.0254201	3.2056837	1.9226731	2.9664769	1.6293812	0.5193165	1.0005592	-0.5795656	0.7964426	-0.8111744	0.0720308	3.6808528	2.0382516	1.6584659	0.1036469	0.8609797	4.1612768	4.4728993	-0.3973866
"GTEX-14H4A"	0.1740596	0.8234259	-4.1519441	-3.6402907	0.1259892	1.5437751	4.4374215	4.7808743	2.9143	-0.3250714	-0.2031555	2.8023043	1.7829779	2.6157785	1.6126659	1.0525304	0.8298447	-0.6050695	-0.0215382999999999	-0.8255825	-0.0685597999999999	2.4974925	3.3824935	0.5013449	0.7102499	0.7007873	4.5048167	4.7478581	-0.7307192
"GTEX-14ICK"	0.2904679	0.9344402	-4.3242012	-3.5597379	0.6331461	2.3230689	4.1919203	4.3826888	2.5831994	-0.2878431	-0.1650206	2.9890748	2.0218768	3.0280077	0.9534095	-0.1443734	1.7023062	-0.6458442	0.2060899	-1.0175456	-0.0320264999999999	3.0235369	2.9046802	0.7889293	0.8569528	0.8231869	4.5574777	4.4624816	-0.6948834
"GTEX-14JFF"	0.376437	0.7329464	-4.0004673	-3.5243439	0.1997729	1.5034829	4.46355	4.6520598	2.9870723	-0.16779	0.0238806	1.8634164	1.8402038	1.8966979	1.6825652	0.5136169	1.0991616	-0.8451038	-0.3848487	-0.7863656	-0.2922321	2.8251971	2.6845857	0.5340941	0.9902469	1.0356131	4.6639154	4.7549167	-0.4115641
"GTEX-14JG1"	0.2268432	0.6488607	-3.7498643	-3.1471112	0.3850134	1.9124685	4.1866787	4.4792063	2.8380016	0.0246151	0.1511585	3.1011385	1.8118739	2.7467803	1.3309943	0.3327157	0.950893	-0.2439711	0.394699	-0.636222	-0.1592279	1.7411912	2.8477687	0.5646647	0.9689762	0.8310263	4.2552454	4.4350824	-0.3054734
